Age_group,State,Gender,Year,Total
60+,MANIPUR,Female,2002,0
60+,MANIPUR,Female,2003,3
60+,MANIPUR,Female,2004,0
60+,MANIPUR,Female,2005,0
60+,MANIPUR,Female,2006,0
60+,MANIPUR,Female,2007,0
60+,MANIPUR,Female,2008,0
60+,MANIPUR,Female,2009,0
60+,MANIPUR,Female,2010,0
60+,MANIPUR,Female,2011,0
60+,MANIPUR,Female,2012,3
60+,MANIPUR,Male,2001,3
60+,MANIPUR,Male,2002,12
60+,MANIPUR,Male,2003,9
60+,MANIPUR,Male,2004,0
60+,MANIPUR,Male,2005,0
60+,MANIPUR,Male,2006,3
60+,MANIPUR,Male,2007,0
60+,MANIPUR,Male,2008,0
60+,MANIPUR,Male,2009,0
60+,MANIPUR,Male,2010,0
60+,MANIPUR,Male,2011,0
60+,MANIPUR,Male,2012,0
60+,MEGHALAYA,Female,2001,6
60+,MEGHALAYA,Female,2002,0
60+,MEGHALAYA,Female,2003,3
60+,MEGHALAYA,Female,2004,0
60+,MEGHALAYA,Female,2005,3
60+,MEGHALAYA,Female,2006,0
60+,MEGHALAYA,Female,2007,0
60+,MEGHALAYA,Female,2008,6
60+,MEGHALAYA,Female,2009,9
60+,MEGHALAYA,Female,2010,3
60+,MEGHALAYA,Female,2011,6
60+,MEGHALAYA,Female,2012,0
60+,MEGHALAYA,Male,2001,15
60+,MEGHALAYA,Male,2002,9
60+,MEGHALAYA,Male,2003,3
60+,MEGHALAYA,Male,2004,6
60+,MEGHALAYA,Male,2005,21
60+,MEGHALAYA,Male,2006,12
60+,MEGHALAYA,Male,2007,9
60+,MEGHALAYA,Male,2008,3
60+,MEGHALAYA,Male,2009,12
60+,MEGHALAYA,Male,2010,15
60+,MEGHALAYA,Male,2011,6
60+,MEGHALAYA,Male,2012,3
60+,MIZORAM,Female,2001,3
60+,MIZORAM,Female,2002,0
60+,MIZORAM,Female,2003,0
60+,MIZORAM,Female,2004,0
60+,MIZORAM,Female,2005,0
60+,MIZORAM,Female,2006,0
60+,MIZORAM,Female,2007,0
60+,MIZORAM,Female,2008,0
60+,MIZORAM,Female,2009,0
60+,MIZORAM,Female,2010,0
60+,MIZORAM,Female,2011,0
60+,MIZORAM,Female,2012,3
60+,MIZORAM,Male,2001,6
60+,MIZORAM,Male,2002,6
60+,MIZORAM,Male,2003,0
60+,MIZORAM,Male,2004,0
60+,MIZORAM,Male,2005,6
60+,MIZORAM,Male,2006,10
60+,MIZORAM,Male,2007,6
60+,MIZORAM,Male,2008,0
60+,MIZORAM,Male,2009,3
60+,MIZORAM,Male,2010,6
60+,MIZORAM,Male,2011,6
60+,MIZORAM,Male,2012,24
60+,NAGALAND,Female,2001,0
60+,NAGALAND,Female,2002,0
60+,NAGALAND,Female,2003,0
60+,NAGALAND,Female,2004,0
60+,NAGALAND,Female,2005,0
60+,NAGALAND,Female,2006,0
60+,NAGALAND,Female,2007,0
60+,NAGALAND,Female,2008,0
60+,NAGALAND,Female,2009,0
60+,NAGALAND,Female,2010,0
60+,NAGALAND,Female,2011,0
60+,NAGALAND,Female,2012,0
60+,NAGALAND,Male,2001,0
60+,NAGALAND,Male,2002,0
60+,NAGALAND,Male,2003,0
60+,NAGALAND,Male,2004,0
60+,NAGALAND,Male,2005,0
60+,NAGALAND,Male,2006,0
60+,NAGALAND,Male,2007,0
60+,NAGALAND,Male,2008,0
60+,NAGALAND,Male,2009,0
60+,NAGALAND,Male,2010,0
60+,NAGALAND,Male,2011,0
60+,NAGALAND,Male,2012,0
60+,ODISHA,Female,2001,243
60+,ODISHA,Female,2002,219
60+,ODISHA,Female,2003,204
60+,ODISHA,Female,2004,252
60+,ODISHA,Female,2005,219
60+,ODISHA,Female,2006,222
60+,ODISHA,Female,2007,219
60+,ODISHA,Female,2008,357
60+,ODISHA,Female,2009,258
60+,ODISHA,Female,2010,201
60+,ODISHA,Female,2011,381
60+,ODISHA,Female,2012,327
60+,ODISHA,Male,2001,432
60+,ODISHA,Male,2002,495
60+,ODISHA,Male,2003,531
60+,ODISHA,Male,2004,579
60+,ODISHA,Male,2005,699
60+,ODISHA,Male,2006,678
60+,ODISHA,Male,2007,738
60+,ODISHA,Male,2008,789
60+,ODISHA,Male,2009,630
60+,ODISHA,Male,2010,477
60+,ODISHA,Male,2011,681
60+,ODISHA,Male,2012,726
60+,PUDUCHERRY,Female,2001,21
60+,PUDUCHERRY,Female,2002,48
60+,PUDUCHERRY,Female,2003,54
60+,PUDUCHERRY,Female,2004,45
60+,PUDUCHERRY,Female,2005,60
60+,PUDUCHERRY,Female,2006,39
60+,PUDUCHERRY,Female,2007,36
60+,PUDUCHERRY,Female,2008,39
60+,PUDUCHERRY,Female,2009,39
60+,PUDUCHERRY,Female,2010,57
60+,PUDUCHERRY,Female,2011,51
60+,PUDUCHERRY,Female,2012,54
60+,PUDUCHERRY,Male,2001,120
60+,PUDUCHERRY,Male,2002,117
60+,PUDUCHERRY,Male,2003,108
60+,PUDUCHERRY,Male,2004,96
60+,PUDUCHERRY,Male,2005,90
60+,PUDUCHERRY,Male,2006,90
60+,PUDUCHERRY,Male,2007,69
60+,PUDUCHERRY,Male,2008,78
60+,PUDUCHERRY,Male,2009,114
60+,PUDUCHERRY,Male,2010,75
60+,PUDUCHERRY,Male,2011,105
60+,PUDUCHERRY,Male,2012,147
60+,PUNJAB,Female,2001,54
60+,PUNJAB,Female,2002,9
60+,PUNJAB,Female,2003,12
60+,PUNJAB,Female,2004,15
60+,PUNJAB,Female,2005,6
60+,PUNJAB,Female,2006,6
60+,PUNJAB,Female,2007,12
60+,PUNJAB,Female,2008,27
60+,PUNJAB,Female,2009,45
60+,PUNJAB,Female,2010,36
60+,PUNJAB,Female,2011,15
60+,PUNJAB,Female,2012,6
60+,PUNJAB,Male,2001,201
60+,PUNJAB,Male,2002,87
60+,PUNJAB,Male,2003,123
60+,PUNJAB,Male,2004,117
60+,PUNJAB,Male,2005,117
60+,PUNJAB,Male,2006,144
60+,PUNJAB,Male,2007,174
60+,PUNJAB,Male,2008,156
60+,PUNJAB,Male,2009,156
60+,PUNJAB,Male,2010,192
60+,PUNJAB,Male,2011,195
60+,PUNJAB,Male,2012,162
60+,RAJASTHAN,Female,2001,126
60+,RAJASTHAN,Female,2002,78
60+,RAJASTHAN,Female,2003,171
60+,RAJASTHAN,Female,2004,156
60+,RAJASTHAN,Female,2005,62
60+,RAJASTHAN,Female,2006,129
60+,RAJASTHAN,Female,2007,105
60+,RAJASTHAN,Female,2008,177
60+,RAJASTHAN,Female,2009,123
60+,RAJASTHAN,Female,2010,108
60+,RAJASTHAN,Female,2011,135
60+,RAJASTHAN,Female,2012,180
60+,RAJASTHAN,Male,2001,360
60+,RAJASTHAN,Male,2002,315
60+,RAJASTHAN,Male,2003,510
60+,RAJASTHAN,Male,2004,417
60+,RAJASTHAN,Male,2005,411
60+,RAJASTHAN,Male,2006,402
60+,RAJASTHAN,Male,2007,381
60+,RAJASTHAN,Male,2008,477
60+,RAJASTHAN,Male,2009,555
60+,RAJASTHAN,Male,2010,468
60+,RAJASTHAN,Male,2011,327
60+,RAJASTHAN,Male,2012,462
60+,SIKKIM,Female,2001,0
60+,SIKKIM,Female,2002,6
60+,SIKKIM,Female,2003,27
60+,SIKKIM,Female,2004,54
60+,SIKKIM,Female,2005,15
60+,SIKKIM,Female,2006,12
60+,SIKKIM,Female,2007,0
60+,SIKKIM,Female,2008,18
60+,SIKKIM,Female,2009,21
60+,SIKKIM,Female,2010,9
60+,SIKKIM,Female,2011,9
60+,SIKKIM,Female,2012,15
60+,SIKKIM,Male,2001,9
60+,SIKKIM,Male,2002,18
60+,SIKKIM,Male,2003,36
60+,SIKKIM,Male,2004,78
60+,SIKKIM,Male,2005,12
60+,SIKKIM,Male,2006,0
60+,SIKKIM,Male,2007,6
60+,SIKKIM,Male,2008,30
60+,SIKKIM,Male,2009,24
60+,SIKKIM,Male,2010,45
60+,SIKKIM,Male,2011,6
60+,SIKKIM,Male,2012,30
60+,TAMIL NADU,Female,2001,639
60+,TAMIL NADU,Female,2002,696
60+,TAMIL NADU,Female,2003,915
60+,TAMIL NADU,Female,2004,981
60+,TAMIL NADU,Female,2005,1122
60+,TAMIL NADU,Female,2006,918
60+,TAMIL NADU,Female,2007,957
60+,TAMIL NADU,Female,2008,1017
60+,TAMIL NADU,Female,2009,1346
60+,TAMIL NADU,Female,2010,1491
60+,TAMIL NADU,Female,2011,1242
60+,TAMIL NADU,Female,2012,1677
60+,TAMIL NADU,Male,2001,1536
60+,TAMIL NADU,Male,2002,1629
60+,TAMIL NADU,Male,2003,2079
60+,TAMIL NADU,Male,2004,2439
60+,TAMIL NADU,Male,2005,2160
60+,TAMIL NADU,Male,2006,2265
60+,TAMIL NADU,Male,2007,2616
60+,TAMIL NADU,Male,2008,2613
60+,TAMIL NADU,Male,2009,2851
60+,TAMIL NADU,Male,2010,3888
60+,TAMIL NADU,Male,2011,3015
60+,TAMIL NADU,Male,2012,3867
60+,TRIPURA,Female,2001,66
60+,TRIPURA,Female,2002,45
60+,TRIPURA,Female,2003,12
60+,TRIPURA,Female,2004,21
60+,TRIPURA,Female,2005,24
60+,TRIPURA,Female,2006,18
60+,TRIPURA,Female,2007,21
60+,TRIPURA,Female,2008,18
60+,TRIPURA,Female,2009,30
60+,TRIPURA,Female,2010,87
60+,TRIPURA,Female,2011,81
60+,TRIPURA,Female,2012,93
60+,TRIPURA,Male,2001,99
60+,TRIPURA,Male,2002,78
60+,TRIPURA,Male,2003,12
60+,TRIPURA,Male,2004,39
60+,TRIPURA,Male,2005,96
60+,TRIPURA,Male,2006,81
60+,TRIPURA,Male,2007,30
60+,TRIPURA,Male,2008,75
60+,TRIPURA,Male,2009,66
60+,TRIPURA,Male,2010,195
60+,TRIPURA,Male,2011,117
60+,TRIPURA,Male,2012,153
60+,UTTAR PRADESH,Female,2001,210
60+,UTTAR PRADESH,Female,2002,288
60+,UTTAR PRADESH,Female,2003,291
60+,UTTAR PRADESH,Female,2004,192
60+,UTTAR PRADESH,Female,2005,219
60+,UTTAR PRADESH,Female,2006,195
60+,UTTAR PRADESH,Female,2007,303
60+,UTTAR PRADESH,Female,2008,261
60+,UTTAR PRADESH,Female,2009,288
60+,UTTAR PRADESH,Female,2010,237
60+,UTTAR PRADESH,Female,2011,238
60+,UTTAR PRADESH,Female,2012,225
60+,UTTAR PRADESH,Male,2001,411
60+,UTTAR PRADESH,Male,2002,570
60+,UTTAR PRADESH,Male,2003,471
60+,UTTAR PRADESH,Male,2004,390
60+,UTTAR PRADESH,Male,2005,495
60+,UTTAR PRADESH,Male,2006,354
60+,UTTAR PRADESH,Male,2007,648
60+,UTTAR PRADESH,Male,2008,522
60+,UTTAR PRADESH,Male,2009,507
60+,UTTAR PRADESH,Male,2010,426
60+,UTTAR PRADESH,Male,2011,558
60+,UTTAR PRADESH,Male,2012,609
60+,UTTARAKHAND,Female,2001,6
60+,UTTARAKHAND,Female,2002,9
60+,UTTARAKHAND,Female,2003,8
60+,UTTARAKHAND,Female,2004,0
60+,UTTARAKHAND,Female,2005,0
60+,UTTARAKHAND,Female,2006,9
60+,UTTARAKHAND,Female,2007,12
60+,UTTARAKHAND,Female,2008,0
60+,UTTARAKHAND,Female,2009,3
60+,UTTARAKHAND,Female,2010,6
60+,UTTARAKHAND,Female,2011,3
60+,UTTARAKHAND,Female,2012,21
60+,UTTARAKHAND,Male,2001,15
60+,UTTARAKHAND,Male,2002,48
60+,UTTARAKHAND,Male,2003,15
60+,UTTARAKHAND,Male,2004,21
60+,UTTARAKHAND,Male,2005,27
60+,UTTARAKHAND,Male,2006,39
60+,UTTARAKHAND,Male,2007,3
60+,UTTARAKHAND,Male,2008,10
60+,UTTARAKHAND,Male,2009,33
60+,UTTARAKHAND,Male,2010,36
60+,UTTARAKHAND,Male,2011,33
60+,UTTARAKHAND,Male,2012,48
60+,WEST BENGAL,Female,2001,1419
60+,WEST BENGAL,Female,2002,1077
60+,WEST BENGAL,Female,2003,1170
60+,WEST BENGAL,Female,2004,671
60+,WEST BENGAL,Female,2005,957
60+,WEST BENGAL,Female,2006,828
60+,WEST BENGAL,Female,2007,696
60+,WEST BENGAL,Female,2008,528
60+,WEST BENGAL,Female,2009,588
60+,WEST BENGAL,Female,2010,870
60+,WEST BENGAL,Female,2011,1230
60+,WEST BENGAL,Female,2012,386
60+,WEST BENGAL,Male,2001,2139
60+,WEST BENGAL,Male,2002,1683
60+,WEST BENGAL,Male,2003,1737
60+,WEST BENGAL,Male,2004,1689
60+,WEST BENGAL,Male,2005,1587
60+,WEST BENGAL,Male,2006,1695
60+,WEST BENGAL,Male,2007,1488
60+,WEST BENGAL,Male,2008,1104
60+,WEST BENGAL,Male,2009,1389
60+,WEST BENGAL,Male,2010,1674
60+,WEST BENGAL,Male,2011,2193
60+,WEST BENGAL,Male,2012,665
